107 West,l,The fried chicken beats its competition at almost all the southern-food meccas up here.,http://nymag.com/listings/restaurant/107-west01/index.html,1,2,1,2,2,1,4,American,nyc
15 East,d,"A modest size, a stark decor, and a menu by Masato Shimizu, the talented young sushi chef who formerly worked at Jewel Bako.",http://nymag.com/listings/restaurant/15-east/index.html,2,2,1,3,2,2,4,Japanese,nyc
99 Cent Fresh Pizza,l,"When a dining establishment makes a good slice of pizza for 99 cents, the chances are excellent that thereÍs going to be a rabble of slavering slice hounds beating down its door.","https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&ved=0CDMQFjAA&url=http%3A%2F%2Fwww.yelp.com%2Fbiz%2F99-cent-fresh-pizza-new-york-2&ei=whgCUZT-JJH69gSh9YDwBQ&usg=AFQjCNHEk-3UFyEq-2-glaL76YAhfTbNOA&bvm=bv.41524429,d.eWU",1,1,1,1,2,2,4,Pizza,nyc
A La Turka,l,Offering mediterranean and turkish cuisine with some great vegetarian options,http://www.alaturkarestaurant.com/,1,2,1,2,2,1,3,Mediterranean,nyc
A Voce Columbus,d,"These ñsophisticatedî yet ñaccessibleî Italians ñshineî thanks to chef Missy RobbinsÍ ñdelectableî cuisine backed up by ñcossetingî service; both the Flatiron original and Columbus Circle spin-off are ñcorporateî but ñcomfortableî, but thereÍs ñmore buzzî _ and a ñpark viewî _ at the larger TWC satellite.",avocerestaurant.com,2,2,1,3,2,2,4,Italian,nyc
Abboccato,d,An ambitious Italian menu that mixes the familiar and the obscure.,http://nymag.com/listings/restaurant/abboccato/index.html,2,2,1,3,2,2,5,Italian,nyc
ABC Kitchen,d,ælocal organic original environmentally conscious food. a new restaurant at abc carpet & home in nyc with chef jean georges vongerichten.,www.abckitchennyc.com/,2,2,1,3,2,2,4,American,nyc
Aldea,d,"George MendesÍ ñastutely preparedî modern Med cooking focuses on Iberian Coast cuisine at this Flatiron ñfoodie destinationî; the best seats are at the bar facing the ñopen kitchenî, but wherever you land, count on a ñsleekî setting, savvy service and serious tabs.",aldearestaurant.com,2,3,1,2,2,2,4,Mediterranean,nyc
Annisa,d,"Anita LoÍs tiny jewel-box restaurant on Barrow Street, which burned down three years ago, has been rebuilt from scratch, with the help of a feng shui master. The result has indeed been harmonious for the chef and her patrons alike. LoÍs famous foie gras soup dumplings and pigÍs trotter with chanterelles survive from the original menu, and her new creations (butter-poached lobster with sweet-pea flan, soft blocks of sablefish marinated in miso) are more focused and confident than ever. Combine this with the first-class service, the glowing little room, and the fact that Lo is in the kitchen almost every night, and you have a dining experience that strikes an increasingly rare balance among style, technique, and traditional gourmet pleasure.",www.annisarestaurant.com/,2,2,1,3,2,2,5,Asian,nyc
Aquavit,d,"ñSublimeî Scandinavian fare and the namesake spirit highlight this ñdistinctiveî Midtowner thatÍs enhanced by ñfirst-classî service and a ñsparseî, Nordic-ñchicî setting; though the prix fixe_only tabs are as ñstunningî as the cooking, the front cafe is ñless expensive.î",www.aquavit.org/,2,2,1,3,2,2,4,Scandinavian,nyc
